sample_id,filename,typing_pattern,password,num_keystrokes,avg_dwell_time,avg_flight_time,user_type
51,sample51.csv,careful_typer,securepassword123,17,146.82588235294116,134.7829411764706,
52,sample52.csv,fast_typer,securepassword123,17,87.34470588235294,86.3329411764706,
53,sample53.csv,moderate_typer,securepassword123,17,136.7594117647059,119.73058823529412,
54,sample54.csv,moderate_typer,securepassword123,17,116.73294117647059,131.52941176470588,
55,sample55.csv,fast_typer,securepassword123,17,91.4370588235294,90.94176470588235,
56,sample56.csv,careful_typer,securepassword123,17,138.6235294117647,147.57470588235293,
57,sample57.csv,two_finger_typer,securepassword123,17,172.77764705882353,169.67999999999998,
58,sample58.csv,erratic_typer,securepassword123,17,135.3929411764706,141.81411764705882,
59,sample59.csv,two_finger_typer,securepassword123,17,159.84941176470588,205.9088235294118,
60,sample60.csv,careful_typer,securepassword123,17,159.53176470588235,147.02,
61,sample61.csv,expert_typer,securepassword123,17,74.34823529411766,74.82411764705884,
62,sample62.csv,moderate_typer,securepassword123,17,134.80176470588236,110.32058823529412,
63,sample63.csv,expert_typer,securepassword123,17,65.84647058823529,75.81705882352941,
64,sample64.csv,fast_typer,securepassword123,17,81.81117647058824,97.07176470588234,
65,sample65.csv,erratic_typer,securepassword123,17,145.9305882352941,162.08705882352945,
66,sample66.csv,moderate_typer,securepassword123,17,117.8264705882353,126.80941176470587,
67,sample67.csv,fast_typer,securepassword123,17,88.43411764705881,94.50882352941177,
68,sample68.csv,expert_typer,securepassword123,17,69.04,68.61882352941177,
69,sample69.csv,expert_typer,securepassword123,17,69.17411764705882,77.20470588235294,
70,sample70.csv,moderate_typer,securepassword123,17,132.66647058823528,121.64823529411764,
71,sample71.csv,careful_typer,securepassword123,17,163.59176470588235,167.29176470588237,
72,sample72.csv,moderate_typer,securepassword123,17,122.52294117647058,132.6605882352941,
73,sample73.csv,moderate_typer,securepassword123,17,125.42941176470589,129.1235294117647,
74,sample74.csv,fast_typer,securepassword123,17,87.16411764705882,98.7805882352941,
75,sample75.csv,moderate_typer,securepassword123,17,117.11823529411765,112.44588235294118,
76,sample76.csv,expert_typer,securepassword123,17,60.31294117647059,81.86705882352942,
77,sample77.csv,careful_typer,securepassword123,17,146.15882352941176,116.95117647058824,
78,sample78.csv,careful_typer,securepassword123,17,174.76588235294116,133.37882352941173,
79,sample79.csv,moderate_typer,securepassword123,17,116.62470588235294,127.62176470588234,
80,sample80.csv,erratic_typer,securepassword123,17,135.42882352941177,152.43529411764706,
81,sample81.csv,expert_typer,securepassword123,17,63.5970588235294,68.66529411764705,
82,sample82.csv,moderate_typer,securepassword123,17,120.49,124.16411764705879,
83,sample83.csv,erratic_typer,securepassword123,17,114.63235294117646,112.01235294117647,
84,sample84.csv,moderate_typer,securepassword123,17,134.2729411764706,106.55588235294117,
85,sample85.csv,expert_typer,securepassword123,17,66.43235294117646,74.6835294117647,
86,sample86.csv,fast_typer,securepassword123,17,82.00764705882354,95.88764705882353,
87,sample87.csv,fast_typer,securepassword123,17,82.0070588235294,86.68882352941176,
88,sample88.csv,moderate_typer,securepassword123,17,122.30705882352943,137.3905882352941,
89,sample89.csv,fast_typer,securepassword123,17,91.38,94.05764705882352,
90,sample90.csv,expert_typer,securepassword123,17,71.12882352941176,81.97764705882354,
91,sample91.csv,expert_typer,securepassword123,17,65.51764705882353,92.39176470588234,
92,sample92.csv,slow_typer,securepassword123,17,207.14411764705883,167.94588235294117,
93,sample93.csv,fast_typer,securepassword123,17,89.57882352941176,87.67235294117646,
94,sample94.csv,erratic_typer,securepassword123,17,155.19764705882355,119.79882352941176,
95,sample95.csv,moderate_typer,securepassword123,17,122.31,149.26294117647058,
96,sample96.csv,erratic_typer,securepassword123,17,98.48411764705881,155.70823529411766,
97,sample97.csv,careful_typer,securepassword123,17,158.14000000000004,140.74823529411765,
98,sample98.csv,moderate_typer,securepassword123,17,123.77647058823528,109.85235294117648,
99,sample99.csv,expert_typer,securepassword123,17,70.16941176470588,75.1535294117647,
100,sample100.csv,fast_typer,securepassword123,17,74.92411764705882,105.87470588235294,
101,sample101.csv,moderate_typer,securepassword123,17,136.1535294117647,137.08,
102,sample102.csv,moderate_typer,securepassword123,17,130.76176470588234,115.87823529411764,
103,sample103.csv,erratic_typer,securepassword123,17,129.66411764705882,151.59,
104,sample104.csv,expert_typer,securepassword123,17,73.97764705882352,79.92117647058824,
105,sample105.csv,moderate_typer,securepassword123,17,126.0664705882353,128.49588235294118,
106,sample106.csv,slow_typer,securepassword123,17,172.15588235294115,174.9194117647059,
107,sample107.csv,slow_typer,securepassword123,17,217.07411764705884,170.43117647058824,
108,sample108.csv,fast_typer,securepassword123,17,75.88999999999999,98.54764705882353,
109,sample109.csv,moderate_typer,securepassword123,17,121.02764705882355,119.30411764705882,
110,sample110.csv,fast_typer,securepassword123,17,91.38529411764706,81.51411764705882,
111,sample111.csv,two_finger_typer,securepassword123,17,154.9123529411765,186.67647058823533,
112,sample112.csv,moderate_typer,securepassword123,17,122.30882352941177,131.11352941176472,
113,sample113.csv,fast_typer,securepassword123,17,77.95588235294117,92.35117647058823,
114,sample114.csv,careful_typer,securepassword123,17,159.97411764705882,150.4358823529412,
115,sample115.csv,fast_typer,securepassword123,17,92.05117647058823,99.62705882352941,
116,sample116.csv,erratic_typer,securepassword123,17,154.09882352941176,149.2441176470588,
117,sample117.csv,expert_typer,securepassword123,17,63.955882352941174,85.41470588235293,
118,sample118.csv,moderate_typer,securepassword123,17,117.74470588235295,132.63117647058823,
119,sample119.csv,slow_typer,securepassword123,17,201.92470588235295,158.24764705882356,
120,sample120.csv,moderate_typer,securepassword123,17,123.15235294117647,121.72176470588235,
121,sample121.csv,moderate_typer,securepassword123,17,105.02058823529411,123.6894117647059,
122,sample122.csv,moderate_typer,securepassword123,17,127.97705882352942,141.36176470588236,
123,sample123.csv,moderate_typer,securepassword123,17,115.54176470588237,111.74176470588235,
124,sample124.csv,careful_typer,securepassword123,17,151.4929411764706,152.33117647058825,
125,sample125.csv,moderate_typer,securepassword123,17,109.86529411764705,129.47294117647058,
126,sample126.csv,slow_typer,securepassword123,17,213.01882352941178,164.43000000000004,
127,sample127.csv,moderate_typer,securepassword123,17,128.99764705882353,129.4652941176471,
128,sample128.csv,moderate_typer,securepassword123,17,127.50882352941174,139.50117647058823,
129,sample129.csv,careful_typer,securepassword123,17,180.25764705882352,111.16117647058823,
130,sample130.csv,fast_typer,securepassword123,17,96.02352941176473,86.17941176470588,
131,sample131.csv,moderate_typer,securepassword123,17,131.71058823529413,132.35235294117646,
132,sample132.csv,moderate_typer,securepassword123,17,136.73529411764707,127.39529411764707,
133,sample133.csv,expert_typer,securepassword123,17,72.05470588235295,75.2964705882353,
134,sample134.csv,erratic_typer,securepassword123,17,147.8235294117647,107.8229411764706,
135,sample135.csv,careful_typer,securepassword123,17,171.8958823529412,145.7535294117647,
136,sample136.csv,moderate_typer,securepassword123,17,115.78823529411765,113.81058823529412,
137,sample137.csv,fast_typer,securepassword123,17,94.99764705882353,92.27529411764706,
138,sample138.csv,slow_typer,securepassword123,17,185.65235294117647,181.47823529411767,
139,sample139.csv,fast_typer,securepassword123,17,94.2035294117647,80.32,
140,sample140.csv,fast_typer,securepassword123,17,95.36705882352942,97.4064705882353,
141,sample141.csv,careful_typer,securepassword123,17,150.95705882352942,152.91882352941175,
142,sample142.csv,fast_typer,securepassword123,17,83.61470588235295,87.72470588235294,
143,sample143.csv,fast_typer,securepassword123,17,87.8870588235294,84.09176470588237,
144,sample144.csv,moderate_typer,securepassword123,17,136.5105882352941,112.82176470588234,
145,sample145.csv,expert_typer,securepassword123,17,82.32235294117649,77.66647058823528,
146,sample146.csv,careful_typer,securepassword123,17,184.92117647058825,166.15235294117647,
147,sample147.csv,expert_typer,securepassword123,17,66.31705882352942,80.00529411764705,
148,sample148.csv,moderate_typer,securepassword123,17,128.21529411764706,133.90705882352938,
149,sample149.csv,moderate_typer,securepassword123,17,121.83764705882355,119.09294117647059,
150,sample150.csv,moderate_typer,securepassword123,17,135.26588235294116,140.7970588235294,
151,sample151.csv,careful_typer,securepassword123,17,141.96470588235294,128.85823529411763,
152,sample152.csv,careful_typer,securepassword123,17,166.53117647058824,154.2835294117647,
153,sample153.csv,fast_typer,securepassword123,17,85.65823529411763,88.84647058823529,
154,sample154.csv,fast_typer,securepassword123,17,92.79470588235294,98.65176470588234,
155,sample155.csv,careful_typer,securepassword123,17,143.67117647058822,141.49823529411765,
156,sample156.csv,erratic_typer,securepassword123,17,127.82235294117648,135.60176470588235,
157,sample157.csv,moderate_typer,securepassword123,17,118.82235294117648,115.01294117647059,
158,sample158.csv,fast_typer,securepassword123,17,79.98176470588236,89.60176470588236,
159,sample159.csv,moderate_typer,securepassword123,17,127.00882352941174,114.38705882352942,
160,sample160.csv,expert_typer,securepassword123,17,75.01764705882353,73.00647058823529,
161,sample161.csv,fast_typer,securepassword123,17,79.9235294117647,104.75058823529413,
162,sample162.csv,slow_typer,securepassword123,17,175.63411764705884,186.4229411764706,
163,sample163.csv,careful_typer,securepassword123,17,158.53411764705882,158.04294117647058,
164,sample164.csv,slow_typer,securepassword123,17,187.76470588235293,167.11470588235292,
165,sample165.csv,expert_typer,securepassword123,17,67.72,80.33588235294118,
166,sample166.csv,moderate_typer,securepassword123,17,132.58470588235295,128.45882352941177,
167,sample167.csv,moderate_typer,securepassword123,17,110.17058823529413,133.75470588235297,
168,sample168.csv,fast_typer,securepassword123,17,96.6735294117647,86.41058823529411,
169,sample169.csv,two_finger_typer,securepassword123,17,185.41764705882352,187.74999999999997,
170,sample170.csv,careful_typer,securepassword123,17,187.67411764705884,142.64529411764704,
171,sample171.csv,moderate_typer,securepassword123,17,110.06882352941177,120.17117647058822,
172,sample172.csv,fast_typer,securepassword123,17,92.83941176470589,92.93882352941176,
173,sample173.csv,careful_typer,securepassword123,17,158.30705882352942,145.02176470588233,
174,sample174.csv,moderate_typer,securepassword123,17,129.90529411764706,121.05823529411764,
175,sample175.csv,moderate_typer,securepassword123,17,114.66117647058823,131.53470588235294,
176,sample176.csv,moderate_typer,securepassword123,17,112.99705882352941,133.73411764705884,
177,sample177.csv,erratic_typer,securepassword123,17,131.7670588235294,130.4123529411765,
178,sample178.csv,moderate_typer,securepassword123,17,140.84882352941176,117.12058823529412,
179,sample179.csv,moderate_typer,securepassword123,17,115.75117647058823,127.91058823529409,
180,sample180.csv,fast_typer,securepassword123,17,83.62529411764706,84.59705882352941,
181,sample181.csv,two_finger_typer,securepassword123,17,187.7635294117647,205.29176470588234,
182,sample182.csv,careful_typer,securepassword123,17,161.44764705882352,150.56411764705882,
183,sample183.csv,moderate_typer,securepassword123,17,120.4435294117647,121.72705882352942,
184,sample184.csv,slow_typer,securepassword123,17,205.97647058823532,180.23,
185,sample185.csv,moderate_typer,securepassword123,17,128.2358823529412,128.12529411764706,
186,sample186.csv,fast_typer,securepassword123,17,90.92647058823528,100.56882352941177,
187,sample187.csv,slow_typer,securepassword123,17,217.42882352941177,157.90823529411765,
188,sample188.csv,moderate_typer,securepassword123,17,112.48176470588234,124.99470588235296,
189,sample189.csv,careful_typer,securepassword123,17,173.4435294117647,152.1170588235294,
190,sample190.csv,moderate_typer,securepassword123,17,123.3664705882353,125.08882352941178,
191,sample191.csv,fast_typer,securepassword123,17,91.43941176470588,105.10176470588236,
192,sample192.csv,moderate_typer,securepassword123,17,124.00235294117647,124.23764705882353,
193,sample193.csv,careful_typer,securepassword123,17,152.48058823529414,150.5441176470588,
194,sample194.csv,fast_typer,securepassword123,17,77.43705882352938,94.21058823529411,
195,sample195.csv,fast_typer,securepassword123,17,73.81,73.80470588235295,
196,sample196.csv,fast_typer,securepassword123,17,93.8529411764706,87.8164705882353,
197,sample197.csv,fast_typer,securepassword123,17,89.91764705882352,96.8529411764706,
198,sample198.csv,careful_typer,securepassword123,17,180.27529411764704,135.06294117647056,
199,sample199.csv,two_finger_typer,securepassword123,17,188.31529411764706,177.56764705882352,
200,sample200.csv,erratic_typer,securepassword123,17,123.54117647058825,152.2464705882353,
201,sample201.csv,expert_typer,securepassword123,17,70.8935294117647,69.31176470588237,
202,sample202.csv,moderate_typer,securepassword123,17,138.3594117647059,143.19,
203,sample203.csv,moderate_typer,securepassword123,17,114.91058823529411,108.61117647058822,
204,sample204.csv,moderate_typer,securepassword123,17,115.66058823529411,136.69647058823531,
205,sample205.csv,moderate_typer,securepassword123,17,118.60411764705883,143.68411764705883,
206,sample206.csv,fast_typer,securepassword123,17,75.78764705882352,92.82529411764706,
207,sample207.csv,moderate_typer,securepassword123,17,131.3617647058824,148.60470588235293,
208,sample208.csv,fast_typer,securepassword123,17,95.66764705882352,105.58941176470589,
209,sample209.csv,moderate_typer,securepassword123,17,130.1164705882353,126.16588235294118,
210,sample210.csv,fast_typer,securepassword123,17,88.57882352941178,94.77941176470588,
211,sample211.csv,fast_typer,securepassword123,17,85.7535294117647,93.72176470588235,
212,sample212.csv,moderate_typer,securepassword123,17,128.09764705882355,119.85529411764708,
213,sample213.csv,fast_typer,securepassword123,17,95.6441176470588,92.2629411764706,
214,sample214.csv,moderate_typer,securepassword123,17,131.82529411764705,127.43470588235293,
215,sample215.csv,careful_typer,securepassword123,17,153.36823529411765,135.64235294117648,
216,sample216.csv,moderate_typer,securepassword123,17,134.13235294117646,120.37176470588236,
217,sample217.csv,expert_typer,securepassword123,17,69.59470588235294,79.22941176470589,
218,sample218.csv,expert_typer,securepassword123,17,69.32705882352941,81.6570588235294,
219,sample219.csv,moderate_typer,securepassword123,17,111.83823529411765,124.19117647058823,
220,sample220.csv,erratic_typer,securepassword123,17,118.06058823529415,165.7076470588235,
221,sample221.csv,erratic_typer,securepassword123,17,150.4270588235294,114.25470588235295,
222,sample222.csv,moderate_typer,securepassword123,17,110.93764705882353,134.23823529411763,
223,sample223.csv,expert_typer,securepassword123,17,70.79588235294118,81.2535294117647,
224,sample224.csv,moderate_typer,securepassword123,17,117.87,135.56705882352944,
225,sample225.csv,fast_typer,securepassword123,17,97.31,101.38705882352942,
226,sample226.csv,fast_typer,securepassword123,17,93.12823529411764,91.79941176470588,
227,sample227.csv,moderate_typer,securepassword123,17,128.13764705882355,111.71058823529411,
228,sample228.csv,moderate_typer,securepassword123,17,116.34647058823529,125.0005882352941,
229,sample229.csv,fast_typer,securepassword123,17,85.12411764705882,75.09941176470589,
230,sample230.csv,slow_typer,securepassword123,17,199.98882352941177,163.86294117647057,
231,sample231.csv,careful_typer,securepassword123,17,156.30352941176469,138.5123529411765,
232,sample232.csv,careful_typer,securepassword123,17,155.69411764705885,126.95882352941177,
233,sample233.csv,fast_typer,securepassword123,17,83.90470588235293,107.78470588235295,
234,sample234.csv,careful_typer,securepassword123,17,158.33647058823527,151.87588235294118,
235,sample235.csv,careful_typer,securepassword123,17,175.88176470588238,148.82117647058823,
236,sample236.csv,moderate_typer,securepassword123,17,105.99294117647058,130.65764705882356,
237,sample237.csv,moderate_typer,securepassword123,17,119.41,115.29117647058823,
238,sample238.csv,moderate_typer,securepassword123,17,119.61235294117648,111.19176470588235,
239,sample239.csv,moderate_typer,securepassword123,17,131.7070588235294,104.89647058823529,
240,sample240.csv,fast_typer,securepassword123,17,86.31823529411766,95.71058823529413,
241,sample241.csv,moderate_typer,securepassword123,17,105.0935294117647,99.14058823529412,
242,sample242.csv,fast_typer,securepassword123,17,83.83294117647058,94.06411764705882,
243,sample243.csv,expert_typer,securepassword123,17,69.7429411764706,78.23647058823529,
244,sample244.csv,expert_typer,securepassword123,17,71.30470588235295,77.34117647058824,
245,sample245.csv,moderate_typer,securepassword123,17,133.37294117647056,133.92352941176472,
246,sample246.csv,moderate_typer,securepassword123,17,121.41647058823528,126.98764705882353,
247,sample247.csv,moderate_typer,securepassword123,17,123.23058823529412,129.58235294117648,
248,sample248.csv,moderate_typer,securepassword123,17,126.07470588235294,118.16588235294117,
249,sample249.csv,erratic_typer,securepassword123,17,153.94764705882355,144.91117647058826,
250,sample250.csv,moderate_typer,securepassword123,17,131.03235294117647,130.52470588235295,
251,sample251.csv,fast_typer,securepassword123,17,88.99470588235293,88.39823529411764,
252,sample252.csv,slow_typer,securepassword123,17,219.2429411764706,173.46823529411765,
253,sample253.csv,moderate_typer,securepassword123,17,120.58764705882352,142.20235294117649,
254,sample254.csv,moderate_typer,securepassword123,17,119.01117647058824,127.09176470588238,
255,sample255.csv,fast_typer,securepassword123,17,89.50176470588235,91.67000000000002,
256,sample256.csv,slow_typer,securepassword123,17,193.58882352941177,192.65411764705883,
257,sample257.csv,fast_typer,securepassword123,17,78.49470588235295,100.52117647058824,
258,sample258.csv,moderate_typer,securepassword123,17,113.3564705882353,141.14294117647057,
259,sample259.csv,slow_typer,securepassword123,17,190.0505882352941,167.40941176470588,
260,sample260.csv,fast_typer,securepassword123,17,92.1435294117647,94.38411764705882,
261,sample261.csv,slow_typer,securepassword123,17,212.3935294117647,175.48117647058822,
262,sample262.csv,fast_typer,securepassword123,17,87.21823529411765,82.39941176470587,
263,sample263.csv,moderate_typer,securepassword123,17,132.09529411764706,118.19411764705882,
264,sample264.csv,slow_typer,securepassword123,17,221.33705882352942,137.6735294117647,
265,sample265.csv,moderate_typer,securepassword123,17,123.56176470588237,128.88823529411764,
266,sample266.csv,expert_typer,securepassword123,17,75.25352941176469,73.09411764705884,
267,sample267.csv,fast_typer,securepassword123,17,78.2429411764706,87.13235294117646,
268,sample268.csv,careful_typer,securepassword123,17,138.55294117647057,167.25117647058823,
269,sample269.csv,fast_typer,securepassword123,17,79.21235294117648,96.70235294117647,
270,sample270.csv,slow_typer,securepassword123,17,207.02999999999997,176.70470588235298,
271,sample271.csv,fast_typer,securepassword123,17,85.65823529411765,87.62470588235294,
272,sample272.csv,fast_typer,securepassword123,17,83.39941176470589,77.24470588235295,
273,sample273.csv,careful_typer,securepassword123,17,178.40470588235294,158.6464705882353,
274,sample274.csv,fast_typer,securepassword123,17,89.98470588235294,75.22,
275,sample275.csv,moderate_typer,securepassword123,17,129.7223529411765,137.35000000000002,
276,sample276.csv,fast_typer,securepassword123,17,75.25,96.77235294117648,
277,sample277.csv,expert_typer,securepassword123,17,75.22411764705883,81.14,
278,sample278.csv,slow_typer,securepassword123,17,216.9258823529412,156.33647058823527,
279,sample279.csv,careful_typer,securepassword123,17,147.57058823529414,146.95411764705884,
280,sample280.csv,fast_typer,securepassword123,17,92.17588235294116,90.92470588235294,
281,sample281.csv,fast_typer,securepassword123,17,82.54764705882353,73.12117647058824,
282,sample282.csv,slow_typer,securepassword123,17,203.13,199.8488235294118,
283,sample283.csv,expert_typer,securepassword123,17,78.32058823529412,83.62588235294118,
284,sample284.csv,moderate_typer,securepassword123,17,130.09176470588235,131.86764705882354,
285,sample285.csv,fast_typer,securepassword123,17,77.82764705882353,96.73882352941176,
286,sample286.csv,moderate_typer,securepassword123,17,135.54470588235293,106.29176470588236,
287,sample287.csv,moderate_typer,securepassword123,17,119.48764705882353,108.23117647058822,
288,sample288.csv,careful_typer,securepassword123,17,187.0264705882353,147.35764705882352,
289,sample289.csv,careful_typer,securepassword123,17,147.98529411764704,158.6305882352941,
290,sample290.csv,fast_typer,securepassword123,17,94.91882352941177,89.26235294117647,
291,sample291.csv,erratic_typer,securepassword123,17,164.27,139.1164705882353,
292,sample292.csv,erratic_typer,securepassword123,17,149.45882352941175,102.45529411764707,
293,sample293.csv,slow_typer,securepassword123,17,196.8994117647059,196.31411764705882,
294,sample294.csv,moderate_typer,securepassword123,17,117.73941176470588,124.39058823529413,
295,sample295.csv,moderate_typer,securepassword123,17,105.80235294117647,118.93588235294116,
296,sample296.csv,moderate_typer,securepassword123,17,113.51470588235296,120.52529411764705,
297,sample297.csv,erratic_typer,securepassword123,17,146.22176470588235,126.78176470588235,
298,sample298.csv,moderate_typer,securepassword123,17,127.22411764705882,122.90941176470588,
299,sample299.csv,two_finger_typer,securepassword123,17,199.2558823529412,193.32294117647058,
300,sample300.csv,moderate_typer,securepassword123,17,117.31058823529412,119.80470588235293,
301,sample301.csv,moderate_typer,securepassword123,17,120.41529411764705,125.4,
302,sample302.csv,fast_typer,securepassword123,17,83.72117647058823,95.82705882352941,
303,sample303.csv,fast_typer,securepassword123,17,82.86823529411765,100.91117647058825,
304,sample304.csv,careful_typer,securepassword123,17,175.00470588235294,143.88235294117646,
305,sample305.csv,fast_typer,securepassword123,17,88.89411764705882,79.6094117647059,
306,sample306.csv,expert_typer,securepassword123,17,66.91705882352942,72.5164705882353,
307,sample307.csv,careful_typer,securepassword123,17,133.35823529411763,136.47882352941178,
308,sample308.csv,moderate_typer,securepassword123,17,110.16058823529411,124.37058823529411,
309,sample309.csv,slow_typer,securepassword123,17,206.10705882352943,200.4988235294118,
310,sample310.csv,moderate_typer,securepassword123,17,118.83352941176472,129.11588235294118,
311,sample311.csv,moderate_typer,securepassword123,17,129.56823529411764,118.20058823529412,
312,sample312.csv,erratic_typer,securepassword123,17,142.65941176470588,132.07058823529414,
313,sample313.csv,careful_typer,securepassword123,17,159.0470588235294,159.54058823529408,
314,sample314.csv,fast_typer,securepassword123,17,88.13058823529411,104.92058823529412,
315,sample315.csv,fast_typer,securepassword123,17,89.41294117647058,101.2241176470588,
316,sample316.csv,expert_typer,securepassword123,17,61.66588235294119,71.60823529411766,
317,sample317.csv,fast_typer,securepassword123,17,87.01588235294118,77.00176470588235,
318,sample318.csv,slow_typer,securepassword123,17,178.32058823529414,159.85823529411766,
319,sample319.csv,moderate_typer,securepassword123,17,124.75882352941177,123.06941176470588,
320,sample320.csv,moderate_typer,securepassword123,17,123.12,129.1129411764706,
321,sample321.csv,fast_typer,securepassword123,17,86.1635294117647,88.42470588235292,
322,sample322.csv,fast_typer,securepassword123,17,79.75,91.2335294117647,
323,sample323.csv,moderate_typer,securepassword123,17,123.67176470588232,137.39882352941177,
324,sample324.csv,erratic_typer,securepassword123,17,145.3541176470588,132.33647058823527,
325,sample325.csv,two_finger_typer,securepassword123,17,193.01823529411763,195.00176470588235,
326,sample326.csv,fast_typer,securepassword123,17,91.46823529411765,100.01058823529411,
327,sample327.csv,careful_typer,securepassword123,17,157.27588235294115,131.94588235294117,
328,sample328.csv,moderate_typer,securepassword123,17,118.67764705882352,130.30117647058822,
329,sample329.csv,fast_typer,securepassword123,17,72.06176470588237,93.63058823529411,
330,sample330.csv,fast_typer,securepassword123,17,84.58470588235295,81.46529411764706,
331,sample331.csv,careful_typer,securepassword123,17,153.91411764705882,154.98117647058822,
332,sample332.csv,careful_typer,securepassword123,17,161.93294117647062,166.97529411764705,
333,sample333.csv,careful_typer,securepassword123,17,157.43647058823527,143.01529411764707,
334,sample334.csv,fast_typer,securepassword123,17,82.58058823529412,98.24117647058824,
335,sample335.csv,moderate_typer,securepassword123,17,124.88176470588236,115.17058823529412,
336,sample336.csv,moderate_typer,securepassword123,17,129.02235294117645,135.63764705882352,
337,sample337.csv,fast_typer,securepassword123,17,77.32647058823528,90.57529411764705,
338,sample338.csv,fast_typer,securepassword123,17,91.08823529411765,84.25823529411765,
339,sample339.csv,slow_typer,securepassword123,17,190.13470588235293,196.4935294117647,
340,sample340.csv,expert_typer,securepassword123,17,68.96352941176471,78.75941176470587,
341,sample341.csv,moderate_typer,securepassword123,17,131.2294117647059,126.43882352941174,
342,sample342.csv,fast_typer,securepassword123,17,92.90882352941175,90.80529411764707,
343,sample343.csv,slow_typer,securepassword123,17,187.5529411764706,188.12294117647056,
344,sample344.csv,slow_typer,securepassword123,17,203.90764705882353,156.34705882352938,
345,sample345.csv,careful_typer,securepassword123,17,166.2570588235294,147.89529411764704,
346,sample346.csv,fast_typer,securepassword123,17,91.39529411764704,98.70705882352942,
